# StartTime = 02/03/2026 11:20:39.6323 AM
Time (sec), Vehicle speed (MPH), Mass air flow rate (lb/min), Latitude (deg), Longitude (deg), Trip Fuel Economy (MPG), Total Fuel Economy (MPG), Fuel Rate (gal/hr), Total CO2 (lbs), CO2 flow (lb/min), Instant Fuel Economy (MPG), Instant CO2 rate (lb/mile), Fuel system 1 status, Fuel system 2 status, Calculated load value (%), Engine coolant temperature (°F), Short term fuel % trim - Bank 1 (%), Long term fuel % trim - Bank 1 (%), Engine RPM (RPM), Intake manifold absolute pressure (inHg), Mass air flow rate (lb/min), Intake air temperature (°F), O2 voltage (Bank 1  Sensor 2) (V), Short term fuel trim (Bank 1  Sensor 2) (%)
1173.132,34.175415,1.043847,42.225765,-73.86194,26.555689,29.892359,0.99198353,784.6553,0.32397908,35.077988,0.55863625,2,0,36.07843,181.4,6.25,8.59375,1461,7.382525,0.8272951,8.6,0.04,18.75
1175.558,31.68993,0.492156,42.226143,-73.86192,26.57854,29.892586,0.69324625,784.6644,0.22641231,49.297657,0.39750034,2,0,23.137255,181.4,8.59375,8.59375,1252,6.791923,0.65223247,8.6,0.05,10.9375
1178.125,27.961704,0.41013,42.22646,-73.86189,26.612074,29.892956,0.32685375,784.66876,0.106749535,96.95447,0.20211379,2,0,24.705883,181.4,10.15625,8.59375,1103,8.268428,0.6995259,8.6,0.815,7.8125
1180.551,21.747992,0.521262,42.226593,-73.86178,26.642088,29.893288,0.27237812,784.67236,0.08895794,102.65768,0.19088525,2,0,30.19608,181.4,9.375,8.59375,1237,13.879147,1.3168545,8.6,0.865,5.46875
1183.117,19.262506,2.205441,42.22665,-73.861595,26.662354,29.893503,0.3461838,784.6774,0.11306268,62.822094,0.31192583,2,0,61.17647,181.4,3.125,8.59375,1886,14.469749,2.0931869,8.6,0.025,7.03125
1185.547,20.505249,2.931768,42.226643,-73.86126,26.633604,29.89309,1.4646914,784.69684,0.47836417,13.151239,1.4900371,2,0,65.09804,181.4,5.46875,8.59375,2147,21.556973,3.5499737,8.6,0.735,3.90625
1188.112,23.612104,4.334148,42.226524,-73.86087,26.588276,29.892452,1.9470642,784.7226,0.6359058,10.531367,1.8607113,2,0,74.90196,181.4,2.34375,8.59375,2424,23.32878,4.3374047,10.4,0.755,2.34375
1190.547,29.204447,5.104134,42.226406,-73.860565,26.51204,29.8914,2.8784215,784.7607,0.9400846,8.203143,2.3888202,2,0,77.64706,181.4,2.34375,8.59375,2598,23.033478,4.5723324,10.4,0.785,2.34375
1193.112,34.175415,5.322429,42.226276,-73.86023,26.415209,29.890045,3.3897896,784.8106,1.107096,8.615416,2.2745085,2,0,76.47059,181.4,1.5625,8.59375,2740,21.852274,4.5749497,10.4,0.745,1.5625
1195.542,38.525013,4.45851,42.226055,-73.85967,26.331047,29.888844,3.534765,784.85736,1.1544446,9.66837,2.0267982,2,0,56.862743,181.4,0,8.59375,1831,8.268428,1.156779,10.4,0.855,8.59375
1198.103,38.525013,0.948591,42.22591,-73.8593,26.275179,29.888002,2.9610138,784.8965,0.96705896,13.010752,1.5061263,2,0,27.843138,181.4,2.34375,8.59375,1823,8.563729,1.1928579,12.2,0.09,1.5625
1200.533,37.903645,0.931392,42.22569,-73.85875,26.306297,29.888334,0.6299842,784.9048,0.20575112,61.152348,0.3204429,2,0,27.058823,181.4,1.5625,8.59375,1756,7.677826,1.0262238,12.2,0.065,2.34375
1203.104,37.903645,0.832167,42.22554,-73.85839,26.340143,29.888695,0.6185619,784.9139,0.20202062,61.27704,0.31979084,2,0,23.137255,181.4,3.125,8.59375,1665,5.315418,0.6736448,12.2,0,0
1205.534,37.903645,0.441882,42.22532,-73.85785,26.373207,29.889055,0.552664,784.9212,0.18049854,68.58352,0.2857222,1,0,19.607843,181.4,3.125,8.59375,1373,5.90602,0.6172268,12.2,0.25,10.9375
1208.234,37.903645,0.43659,42.22513,-73.85728,26.458752,29.890041,0.2899509,784.92896,0.09469716,130.72435,0.14990196,2,0,18.82353,181.4,0.78125,8.59375,1363,5.90602,0.6127313,12.2,0.045,4.6875
1212.014,37.903645,0.419391,42.225025,-73.85688,26.458752,29.890041,0.2899509,784.92896,0.09469716,130.72435,0.14990196,2,0,20,181.4,14.84375,8.59375,1433,5.90602,0.6441995,12.2,0.85,14.0625
1213.363,38.525013,0.427329,42.224888,-73.85629,26.511538,29.89065,0.2785286,784.9334,0.09096667,136.08528,0.14399672,2,0,20,181.4,16.40625,8.59375,1389,5.90602,0.6244195,12.2,0.725,12.5
1215.791,37.282272,0.402192,42.224792,-73.85591,26.555252,29.891155,0.28380042,784.9372,0.09268844,135.74686,0.14435573,2,0,20.392157,181.4,13.28125,8.59375,1348,6.201321,0.6362875,12.2,0.05,14.84375
1218.353,34.796787,0.41013,42.224655,-73.85539,26.597881,29.89165,0.2671063,784.94073,0.08723618,139.57841,0.14039302,2,0,21.17647,181.4,15.625,8.59375,1247,6.496622,0.61664236,12.2,0.695,14.0625
1220.786,29.825817,0.432621,42.224583,-73.855095,26.63662,29.892097,0.27237812,784.94434,0.08895794,127.75177,0.15338993,2,0,23.137255,181.4,12.5,8.59375,1175,7.087224,0.63385993,12.2,0.085,14.0625
1223.351,27.340332,0.42336,42.22448,-73.85467,26.671331,29.892494,0.28731498,784.94855,0.093836285,103.80878,0.18876858,2,0,23.921568,181.4,13.28125,8.59375,1136,7.087224,0.6128212,12.2,0.08,12.5
1225.779,26.09759,1.21716,42.224415,-73.8544,26.699396,29.892815,0.2811645,784.9523,0.09182756,97.23963,0.20152108,2,0,42.35294,181.4,3.125,8.59375,1371,7.973127,0.83204234,12.2,0.025,6.25
1228.348,26.09759,0.441882,42.22431,-73.854,26.705605,29.892845,0.80834794,784.96295,0.26400423,32.285095,0.6069623,2,0,25.09804,181.4,18.75,8.59375,1347,11.81204,1.2110771,12.2,0.715,3.125
1230.779,25.47622,0.501417,42.22424,-73.85374,26.731436,29.893139,0.29346547,784.96686,0.095845014,88.929,0.22035371,2,0,26.27451,181.4,10.15625,8.59375,1238,10.630836,1.0017685,12.2,0.88,9.375
1233.340,24.854847,1.053108,42.224148,-73.85335,26.757345,29.893429,0.3330042,784.97174,0.10875826,76.504196,0.25614068,2,0,38.039215,181.4,3.125,8.59375,1828,17.127459,2.3831336,12.2,0.05,4.6875
1235.770,26.09759,2.35494,42.224083,-73.85307,26.766016,29.893496,0.6993967,784.981,0.22842105,35.53755,0.55141205,2,0,64.31373,181.4,3.90625,8.59375,1465,18.013361,2.0086842,12.2,0.075,3.125
1238.339,27.961704,0.445851,42.22396,-73.852646,26.743956,29.893148,1.5639776,785.00165,0.51079077,16.686678,1.1743401,2,0,27.843138,181.4,21.875,8.59375,1317,7.677826,0.7696678,12.2,0.87,15.625
1240.765,27.340332,1.619352,42.22389,-73.85236,26.772072,29.89347,0.29610136,785.00555,0.09670589,94.43288,0.20751074,2,0,48.235294,181.4,2.34375,8.59375,1363,10.040234,1.0416431,12.2,0.525,8.59375
1243.332,27.340332,0.866565,42.223785,-73.85194,26.769745,29.89338,1.0754542,785.02136,0.3512404,25.422125,0.7708181,2,0,34.509804,181.4,4.6875,8.59375,1285,7.382525,0.7220834,12.2,0.02,10.15625
1245.761,26.718962,0.427329,42.223717,-73.85167,26.786385,29.893549,0.5755086,785.029,0.18795952,47.506382,0.41248846,2,0,24.313726,181.4,15.625,8.59375,1197,7.087224,0.645728,12.2,0.75,11.71875
1248.327,25.47622,0.441882,42.223637,-73.851265,26.813152,29.893858,0.28380042,785.0328,0.09268844,94.14701,0.2081408,2,0,24.313726,181.4,10.15625,8.59375,1215,10.630836,0.9831573,12.2,0.315,5.46875
1250.754,24.854847,2.272914,42.223568,-73.851006,26.837671,29.894138,0.29346547,785.0366,0.095845014,86.811646,0.22572818,2,0,49.019608,181.4,4.6875,8.59375,1282,8.268428,0.8068453,12.2,0.02,11.71875
1253.321,26.09759,1.166886,42.223465,-73.8506,26.813343,29.893757,1.5095019,785.0589,0.4929992,16.465595,1.190108,2,0,40.784313,181.4,5.46875,8.59375,1603,15.946254,1.9456804,12.2,0.7,2.34375
1255.754,26.718962,2.028159,42.2234,-73.85033,26.82075,29.893806,0.7749597,785.06915,0.2530997,33.676064,0.58189213,2,0,37.2549,181.4,6.25,8.59375,1299,11.221438,1.1095246,12.2,0.82,8.59375
1258.448,27.340332,1.21716,42.223297,-73.84991,26.815622,29.893633,0.80834794,785.0976,0.26400423,33.82248,0.5793731,2,0,39.215687,179.6,3.90625,8.59375,1299,12.993244,1.2847128,12.2,0.065,3.125
1262.228,27.961704,1.053108,42.22322,-73.84961,26.815622,29.893633,0.80834794,785.0976,0.26400423,33.82248,0.5793731,2,0,40,179.6,4.6875,8.59375,1255,10.630836,1.0155246,12.2,0.7,7.03125
1263.578,27.961704,0.85995,42.223114,-73.84918,26.831198,29.893778,0.6993967,785.1089,0.22842105,39.979748,0.49014404,2,0,34.901962,179.6,4.6875,8.59375,1414,12.697943,1.366665,12.2,0.065,3.90625
1266.008,27.961704,1.641843,42.22304,-73.848885,26.848696,29.89396,0.57111543,785.11646,0.18652472,48.959812,0.40024325,2,0,29.411764,179.6,6.25,8.59375,1245,7.087224,0.6716218,12.2,0.06,22.65625
1268.575,27.340332,0.427329,42.22294,-73.84846,26.846842,29.893883,1.0903912,785.13086,0.35611874,25.643738,0.76415676,2,0,24.313726,179.6,15.625,8.59375,1384,14.469749,1.5243208,12.2,0.79,1.5625
1271.006,27.340332,1.504251,42.222866,-73.84817,26.87424,29.894201,0.28380042,785.13464,0.09268844,96.33647,0.20341034,2,0,26.666666,179.6,5.46875,8.59375,1207,7.382525,0.67825264,12.2,0.055,20.3125
1273.573,26.09759,0.441882,42.22277,-73.84776,26.87493,29.894154,0.99901265,785.1493,0.32627478,27.367353,0.7160296,2,0,24.705883,179.6,14.84375,8.59375,1213,9.744933,0.899744,12.2,0.87,7.8125
1275.999,24.854847,1.266111,42.222706,-73.8475,26.900057,29.894445,0.29346547,785.1532,0.095845014,88.929,0.22035371,2,0,40,179.6,3.125,8.59375,1304,11.81204,1.1724162,12.2,0.835,6.25
1278.569,25.47622,1.062369,42.22261,-73.847115,26.903133,29.89444,0.8408576,785.1643,0.27462178,29.558926,0.6629414,2,0,39.215687,179.6,5.46875,8.59375,1329,10.335535,1.0455317,12.2,0.765,6.25
1280.996,25.47622,0.775278,42.222546,-73.84685,26.912106,29.894514,0.7055472,785.17365,0.23042977,36.108456,0.5426938,2,0,30.19608,179.6,5.46875,8.59375,1258,9.449632,0.9048463,12.2,0.76,4.6875
1283.557,25.47622,1.573047,42.22245,-73.84645,26.929844,29.894703,0.5148825,785.1812,0.16815922,49.479675,0.3960381,2,0,49.411766,179.6,3.125,8.59375,1506,11.81204,1.3540328,12.2,0.065,4.6875
1285.988,26.09759,0.817614,42.222385,-73.84618,26.926182,29.894606,1.0447019,785.195,0.34119675,24.386114,0.8035653,2,0,34.901962,179.6,6.25,8.59375,1311,10.040234,1.0019033,12.2,0.07,5.46875
1288.557,26.09759,1.664334,42.222282,-73.845764,26.941996,29.894773,0.54299897,785.2022,0.17734197,48.06195,0.40772033,2,0,60,179.6,1.5625,8.59375,1819,18.013361,2.494059,12.2,0.76,3.90625
1290.987,28.583075,2.300697,42.22221,-73.84547,26.936735,29.894653,1.105328,785.21686,0.36099708,23.610722,0.829955,2,0,57.2549,179.6,1.5625,8.59375,1419,12.697943,1.3714976,12.2,0.82,7.03125
1293.594,29.825817,0.477603,42.222095,-73.845,26.917866,29.894337,1.5279534,785.23926,0.49902537,18.706772,1.0475262,2,0,25.490196,179.6,18.75,8.59375,1278,6.791923,0.6606979,12.2,0.755,17.96875
1296.045,28.583075,0.427329,42.222023,-73.8447,26.946964,29.894678,0.3171887,785.24347,0.10359296,94.03178,0.20839588,2,0,23.137255,179.6,12.5,8.59375,1446,11.516739,1.267585,12.2,0.835,5.46875
1298.649,27.961704,1.853523,42.221912,-73.84427,26.976582,29.89503,0.28380042,785.2473,0.09268844,100.71541,0.19456641,2,0,45.098038,179.6,1.5625,8.59375,1481,9.744933,1.0985333,14,0.035,9.375
1301.097,28.583075,0.43659,42.22184,-73.84397,26.969439,29.89488,1.2309734,785.2638,0.40203252,22.715117,0.8626782,2,0,24.313726,179.6,17.1875,8.59375,1318,9.744933,0.9739127,14,0.88,10.15625
1303.664,27.961704,2.811375,42.22173,-73.84353,27.000769,29.89525,0.2899509,785.26807,0.09469716,98.57902,0.19878303,2,0,62.7451,179.6,4.6875,8.59375,1923,17.422758,2.5405164,14,0.785,3.90625
1306.093,29.825817,0.75411,42.221657,-73.843216,26.970459,29.894785,1.8671081,785.2927,0.60979235,14.975943,1.3084875,2,0,30.588236,179.6,14.0625,8.59375,1459,9.449632,1.0454324,14,0.81,4.6875
1308.788,29.825817,1.139103,42.221542,-73.84275,27.005348,29.895155,0.75650823,785.3094,0.24707352,39.425632,0.49703285,2,0,45.882355,179.6,0,8.59375,1425,12.402642,1.3401544,12.2,0.115,3.90625
1312.529,30.44719,1.119258,42.221428,-73.84228,27.005348,29.895155,0.75650823,785.3094,0.24707352,39.425632,0.49703285,2,0,48.627453,179.6,4.6875,8.59375,1494,13.879147,1.5783113,12.2,0.445,0.78125
1313.923,30.44719,0.838782,42.221348,-73.841965,27.022547,29.895325,0.7433287,785.3214,0.24276909,40.9606,0.47840694,2,0,33.72549,179.6,9.375,8.59375,1412,9.744933,1.0473524,12.2,0.775,4.6875
1316.350,30.44719,0.578151,42.22123,-73.84149,27.043436,29.895557,0.5570572,785.32874,0.18193334,54.657204,0.35852244,2,0,25.882353,179.6,10.9375,8.59375,1385,7.973127,0.84053874,12.2,0.59,10.15625
1318.918,29.825817,1.710639,42.221153,-73.84119,27.07065,29.895878,0.38396528,785.33386,0.125402,79.29672,0.24712037,2,0,53.333332,179.6,3.125,8.59375,1505,16.241554,1.8605587,12.2,0.85,1.5625
1321.361,31.06856,0.881118,42.22104,-73.840706,27.06919,29.895805,1.1360804,785.3489,0.3710407,26.253263,0.7464152,2,0,36.862743,179.6,8.59375,8.59375,1571,17.127459,2.048087,12.2,0.815,1.5625
1323.942,31.68993,1.710639,42.220955,-73.84038,27.092402,29.896063,0.5851736,785.35754,0.1911161,53.09289,0.36908585,2,0,41.568626,179.6,6.25,8.59375,1441,8.85903,0.9716938,12.2,0.23,5.46875
1326.368,31.68993,0.768663,42.220833,-73.83988,27.093855,29.896027,1.1360804,785.37256,0.3710407,27.894093,0.7025084,2,0,30.588236,179.6,9.375,8.59375,1538,9.744933,1.1408131,12.2,0.32,2.34375
1328.937,31.06856,0.990927,42.220753,-73.83956,27.117819,29.896303,0.5104893,785.37933,0.1667244,62.07756,0.31566697,2,0,49.019608,179.6,3.125,8.59375,1578,12.107341,1.4542366,14,0.14,4.6875
1331.368,31.68993,1.226421,42.220634,-73.839066,27.135601,29.896494,0.65810066,785.388,0.21493387,47.209435,0.41508305,2,0,30.19608,179.6,7.03125,8.59375,1405,7.677826,0.81797564,14,0.175,17.1875
1333.928,31.06856,1.129842,42.220554,-73.838745,27.150017,29.896631,0.8144984,785.39996,0.26601294,38.907295,0.50365454,2,0,34.117645,179.6,2.34375,8.59375,1553,12.107341,1.4257586,14,0.845,3.90625
1336.360,31.06856,2.123415,42.220436,-73.83826,27.164375,29.896778,0.7503578,785.4099,0.2450648,41.404995,0.47327226,2,0,47.843136,179.6,2.34375,8.59375,1431,10.630836,1.1535405,14,0.755,6.25
1338.924,31.06856,1.664334,42.220356,-73.83793,27.15465,29.896591,1.4102157,785.4286,0.46057257,22.031069,0.88946366,2,0,56.862743,179.6,0.78125,8.59375,1654,12.107341,1.5184834,12.2,0.055,7.03125
1341.362,32.311302,1.07163,42.220238,-73.837425,27.15606,29.896557,1.105328,785.44324,0.36099708,28.108002,0.69716215,2,0,38.039215,179.6,4.6875,8.59375,1448,11.81204,1.3018854,12.2,0.775,4.6875
1343.919,32.311302,1.25685,42.220158,-73.83709,27.175343,29.896763,0.71169764,785.4537,0.2324385,45.400322,0.43162328,2,0,50.980392,179.6,5.46875,8.59375,1633,17.71806,2.2023263,12.2,0.72,1.5625
1346.352,33.554043,0.964467,42.220028,-73.83656,27.188206,29.896887,0.83470714,785.4647,0.27261305,38.709747,0.5062248,2,0,37.2549,179.6,10.9375,8.59375,1505,9.744933,1.1163353,12.2,0.04,6.25
1348.914,33.554043,0.706482,42.219944,-73.83622,27.20986,29.897131,0.6405279,785.47314,0.20919465,52.384987,0.3740735,2,0,27.450981,179.6,7.8125,8.59375,1316,6.496622,0.6507629,14,0.06,17.96875
1351.347,32.311302,0.41013,42.219822,-73.835724,27.237558,29.897459,0.46919328,785.4794,0.15323724,71.514336,0.27401268,2,0,22.745098,179.6,14.0625,8.59375,1247,6.496622,0.61429906,14,0.345,13.28125
1353.909,31.06856,0.419391,42.21975,-73.8354,27.274456,29.897911,0.27237812,785.48334,0.08895794,118.62665,0.16518915,2,0,28.235294,179.6,8.59375,8.59375,1395,7.087224,0.7496804,14,0.03,8.59375
1356.342,29.825817,0.406161,42.219666,-73.83494,27.305758,29.898294,0.2785286,785.48706,0.09096667,111.54532,0.175676,2,0,23.137255,179.6,14.84375,8.59375,1209,6.791923,0.6226512,14,0.07,15.625
1359.042,28.583075,0.406161,42.219616,-73.83449,27.363958,29.899006,0.2697422,785.4942,0.08809706,105.96442,0.18492845,2,0,23.921568,179.6,14.0625,8.59375,1145,7.087224,0.6153291,14,0.07,13.28125
1362.821,24.854847,0.43659,42.219597,-73.83424,27.363958,29.899006,0.2697422,785.4942,0.08809706,105.96442,0.18492845,2,0,25.490196,179.6,13.28125,8.59375,982,8.268428,0.6156873,14,0.735,9.375
1364.173,16.777021,0.42336,42.21958,-73.83407,27.39155,29.899338,0.2899509,785.4989,0.09469716,85.72089,0.22860047,2,0,26.27451,179.6,10.15625,8.59375,906,8.85903,0.60861146,14,0.55,9.375
1366.619,11.184682,0.44982,42.219574,-73.83389,27.403545,29.899479,0.2811645,785.5026,0.09182756,59.669773,0.32840472,2,0,33.333332,179.6,11.71875,8.59375,800,10.335535,0.62697285,14,0.065,13.28125
1369.184,6.2137117,0.419391,42.219566,-73.833786,27.407595,29.899517,0.2987373,785.50653,0.097566776,37.439857,0.523395,2,0,35.686275,179.6,16.40625,8.59375,1352,12.107341,1.2412271,14,0.79,7.8125
1371.628,6.2137117,1.584954,42.21956,-73.83371,27.405685,29.89948,0.2785286,785.51025,0.09096667,22.309063,0.87838,2,0,47.45098,179.6,4.6875,8.59375,1946,17.127459,2.5273275,14,0.36,5.46875
1374.193,11.806052,2.677752,42.21952,-73.83359,27.372168,29.899008,1.0526097,785.52576,0.3437794,5.9031496,3.319556,2,0,48.627453,179.6,7.8125,8.59375,2551,13.879147,2.68472,14,0.845,3.125
1376.641,15.53428,2.413152,42.219395,-73.83342,27.323359,29.898312,1.7783655,785.54926,0.5808093,6.63871,2.9517534,2,0,56.47059,179.6,3.90625,8.59375,1759,10.040234,1.3391693,14,0.785,7.8125
1379.199,16.155651,0.545076,42.219276,-73.833206,27.286188,29.89777,1.6026376,785.5704,0.52341706,9.6929455,2.0216594,2,0,24.313726,179.6,17.1875,8.59375,1358,7.382525,0.76020455,14,0.83,7.03125
1381.649,14.912909,0.550368,42.21929,-73.83303,27.294666,29.897861,0.3619993,785.57526,0.11822797,44.628956,0.43908343,2,0,30.19608,179.6,3.90625,8.59375,1555,11.516739,1.357956,14,0.325,0.78125
1384.216,15.53428,1.853523,42.219402,-73.8329,27.301819,29.897934,0.36551386,785.5806,0.119375825,40.799843,0.4802919,2,0,58.82353,179.6,3.90625,8.59375,2144,18.013361,2.9285007,14,0.57,5.46875
1386.643,21.126621,4.28652,42.219673,-73.83281,27.277962,29.897577,1.2309734,785.59686,0.40203252,12.61951,1.5528207,2,0,67.84314,179.6,3.125,8.59375,2757,21.556973,4.5066137,14,0.81,2.34375
1389.208,28.583075,5.544693,42.220005,-73.832596,27.203857,29.896502,2.8467906,785.63446,0.929754,7.4212065,2.640519,2,0,81.960785,179.6,2.34375,8.59375,2660,24.214682,4.8841186,10.4,0.805,2.34375
1391.639,34.796787,6.015681,42.220226,-73.83236,27.110113,29.895128,3.6823764,785.6832,1.202654,7.7621274,2.5245445,2,0,81.17647,179.6,2.34375,8.59375,2807,23.62408,5.066831,10.4,0.66,2.34375
1394.203,38.525013,6.292188,42.220463,-73.83208,27.004187,29.893549,3.995172,785.7418,1.3048122,8.709709,2.249884,2,0,78.82353,179.6,2.34375,8.59375,2551,24.805285,4.83497,10.4,0.545,1.5625
1396.632,41.63187,5.654502,42.22084,-73.83162,26.90808,29.892096,4.1788077,785.79706,1.364787,9.219141,2.1255598,2,0,83.13725,179.6,1.5625,8.59375,2619,24.805285,4.963852,10.4,0.805,0.78125
1399.200,44.117355,2.995272,42.22123,-73.83112,26.831408,29.890905,3.7553034,785.84686,1.2264718,11.086153,1.7675955,2,0,56.47059,179.6,1.5625,8.59375,1880,14.469749,2.078538,12.2,0.755,-1.5625
1401.625,43.495983,3.746736,42.22146,-73.83077,26.81969,29.89065,1.9892389,785.87305,0.64967996,22.178007,0.8835706,2,0,77.64706,179.6,2.34375,8.59375,1995,23.32878,3.5425353,12.2,0.76,2.34375
1404.194,43.495983,3.979584,42.221672,-73.8304,26.78644,29.890068,2.4883058,785.9097,0.81267387,17.48016,1.121033,2,0,73.333336,179.6,2.34375,8.59375,2216,21.852274,3.685918,12.2,0.775,2.34375
1406.619,44.117355,3.979584,42.221966,-73.8298,26.75174,29.889473,2.6429465,785.94464,0.863179,16.457384,1.1907017,2,0,73.72549,179.6,3.125,8.59375,2194,21.261671,3.5506947,12.2,0.69,2.34375
1409.322,44.117355,3.767904,42.222214,-73.82917,26.689112,29.888369,2.5023642,786.01263,0.8172652,17.63027,1.1114881,2,0,72.15686,181.4,3.125,8.59375,2112,18.013361,2.895796,12.2,0.735,3.90625
1413.101,44.117355,2.745225,42.22236,-73.828735,26.689112,29.888369,2.5023642,786.01263,0.8172652,17.63027,1.1114881,2,0,51.372547,181.4,4.6875,8.59375,1571,7.677826,0.9181079,12.2,0.035,13.28125
1414.454,41.63187,0.445851,42.222523,-73.82811,26.682077,29.888155,1.8231761,786.0422,0.5954443,24.198076,0.8098096,2,0,23.137255,181.4,17.1875,8.59375,1268,7.087224,0.6840293,12.2,0.2,14.0625
1416.884,37.903645,0.432621,42.22259,-73.82772,26.724726,29.888708,0.29610136,786.0461,0.09670589,140.60005,0.13937289,2,0,24.313726,181.4,10.9375,8.59375,1131,7.382525,0.63554573,12.2,0.08,12.5
1419.451,31.06856,0.419391,42.22265,-73.82724,26.762894,29.889202,0.28731498,786.04987,0.093836285,131.92366,0.1485392,2,0,24.313726,181.4,14.0625,8.59375,1188,7.087224,0.6408729,14,0.42,16.40625
1421.877,26.09759,0.432621,42.222668,-73.82697,26.792662,29.889584,0.2785286,786.0535,0.09096667,111.54532,0.175676,2,0,25.490196,181.4,14.0625,8.59375,1039,7.973127,0.6281596,14,0.105,10.9375
1424.441,19.262506,0.419391,42.222687,-73.8267,26.81847,29.889912,0.28731498,786.05774,0.093836285,90.83268,0.21573551,2,0,27.058823,181.4,10.15625,8.59375,968,8.563729,0.62858504,14,0.105,10.9375
1426.893,12.4274235,0.445851,42.22269,-73.82656,26.833345,29.890095,0.2785286,786.06146,0.09096667,69.1581,0.28334838,2,0,32.156864,181.4,10.15625,8.59375,1018,13.288545,1.0257723,14,0.875,10.15625
1429.457,10.563311,1.664334,42.222706,-73.826385,26.838976,29.890156,0.29610136,786.06537,0.09670589,41.970165,0.46689916,2,0,56.47059,181.4,3.90625,8.59375,1738,18.603964,2.4517772,12.2,0.145,4.6875
1431.897,13.670166,2.582496,42.222744,-73.82624,26.814703,29.889774,1.105328,786.08014,0.36099708,9.556721,2.050477,2,0,58.431374,181.4,4.6875,8.59375,1706,11.81204,1.5338511,12.2,0.135,8.59375
1434.465,16.155651,1.226421,42.222973,-73.826096,26.769657,29.88907,1.7151035,786.10535,0.56014806,7.9704614,2.4585571,2,0,40.784313,181.4,1.5625,8.59375,1920,14.174448,2.0715084,12.2,0.76,1.5625
1436.893,19.262506,2.710827,42.223072,-73.82593,26.762548,29.888933,0.8144984,786.1161,0.26601294,19.83509,0.9879377,2,0,64.31373,181.4,1.5625,8.59375,2493,18.308662,3.474227,12.2,0.805,3.125
1439.460,25.47622,3.623697,42.22325,-73.82557,26.726267,29.888351,1.8003315,786.13995,0.5879833,10.699422,1.8314853,2,0,69.411766,181.4,3.125,8.59375,2292,20.375769,3.5547407,14,0.79,3.125
1441.887,30.44719,4.238892,42.223396,-73.82528,26.677809,29.88757,2.4065924,786.1718,0.7859865,10.586013,1.8511063,2,0,70.588234,181.4,3.125,8.59375,2471,20.966372,3.928455,14,0.755,2.34375
1444.453,34.796787,4.409559,42.223644,-73.82481,26.616295,29.886568,2.8151596,786.2131,0.9194234,10.815439,1.811839,2,0,69.411766,181.4,2.34375,8.59375,1970,23.62408,3.5289614,14,0.79,2.34375
1446.883,37.903645,4.434696,42.223824,-73.824455,26.562956,29.885683,2.928504,786.2518,0.9564414,11.882103,1.6491891,2,0,85.4902,181.4,2.34375,8.59375,2083,25.691187,4.0578804,14,0.8,2.34375
1449.442,39.767757,4.483647,42.224094,-73.823906,26.513266,29.88484,2.9451983,786.2907,0.9618936,12.86964,1.5226405,2,0,87.45098,181.4,3.125,8.59375,2070,25.395885,3.9862037,14,0.81,2.34375
1451.877,41.010498,4.732371,42.22428,-73.823524,26.465038,29.884012,2.9777079,786.33014,0.9725112,13.355157,1.467286,2,0,69.411766,181.4,2.34375,8.59375,2247,20.375769,3.4717054,14,0.725,1.5625
1454.444,41.010498,5.004909,42.22459,-73.823,26.407476,29.88302,3.1428921,786.3764,1.0264599,13.04865,1.5017519,2,0,78.43137,181.4,1.5625,8.59375,2504,23.32878,4.4294734,14,0.775,1.5625
1456.869,42.87461,5.05386,42.224823,-73.82265,26.350492,29.88204,3.3238916,786.4203,1.0855739,12.338098,1.588238,2,0,78.43137,181.4,1.5625,8.59375,2564,23.033478,4.4781985,14,0.7,2.34375
1459.571,45.360096,5.23908,42.225227,-73.82211,26.239248,29.880087,3.479411,786.51074,1.136366,13.036718,1.5031264,2,0,78.43137,181.4,1.5625,8.59375,2490,20.67107,3.902906,14,0.705,0.78125
1463.365,48.466953,2.231901,42.225677,-73.8216,26.239248,29.880087,3.479411,786.51074,1.136366,13.036718,1.5031264,2,0,37.2549,181.4,10.15625,8.59375,1665,8.268428,1.0439098,14,0.075,10.15625
1464.719,48.466953,1.197315,42.22598,-73.82126,26.253468,29.880175,1.4822642,786.53467,0.48410338,32.697918,0.59929913,2,0,36.07843,181.4,1.5625,8.59375,1695,9.154331,1.1765817,14,0.08,4.6875
1467.165,49.088326,0.609903,42.22629,-73.82092,26.28699,29.880592,0.7951684,786.54535,0.2596998,60.951813,0.32149717,2,0,23.137255,181.4,12.5,8.59375,1682,5.315418,0.6779368,14,0.005,0
1469.729,48.466953,0.445851,42.226757,-73.82044,26.333502,29.881218,0.40505263,786.5507,0.13228907,121.189995,0.16169515,4,0,17.647058,181.4,0,8.59375,1632,5.315418,0.6577841,15.8,0,0
1472.160,47.22421,0.427329,42.22721,-73.81997,26.382479,29.881884,0.29610136,786.5546,0.09670589,163.68365,0.11971773,4,0,18.039215,181.4,0,8.59375,1581,5.315418,0.63481593,15.8,0,0
1474.720,46.60284,0.44982,42.227516,-73.81968,26.435585,29.882607,0.28380042,786.5588,0.09268844,166.39937,0.117763884,1,0,20.392157,181.4,1.5625,8.59375,1649,7.973127,0.9931798,15.8,0.84,7.03125
