# StartTime = 02/03/2026 11:20:39.6323 AM
Time (sec), Vehicle speed (MPH), Mass air flow rate (lb/min), Latitude (deg), Longitude (deg), Trip Fuel Economy (MPG), Total Fuel Economy (MPG), Fuel Rate (gal/hr), Total CO2 (lbs), CO2 flow (lb/min), Instant Fuel Economy (MPG), Instant CO2 rate (lb/mile), Fuel system 1 status, Fuel system 2 status, Calculated load value (%), Engine coolant temperature (°F), Short term fuel % trim - Bank 1 (%), Long term fuel % trim - Bank 1 (%), Engine RPM (RPM), Intake manifold absolute pressure (inHg), Mass air flow rate (lb/min), Intake air temperature (°F), O2 voltage (Bank 1  Sensor 2) (V), Short term fuel trim (Bank 1  Sensor 2) (%)
560.312,50.331066,1.664334,42.14611,-73.9205,22.267555,29.885992,1.4822642,780.1986,0.48410338,33.955532,0.5771029,2,0,41.568626,170.6,7.8125,8.59375,1713,11.81204,1.557974,6.8,0.795,5.46875
562.743,49.709694,1.641843,42.146503,-73.9204,22.340317,29.886282,1.105328,780.21326,0.36099708,45.53496,0.43034703,2,0,46.27451,170.6,2.34375,8.59375,1702,8.85903,1.1609771,6.8,0.035,13.28125
565.308,49.709694,0.691929,42.147102,-73.920265,22.412922,29.886576,1.0903912,780.22766,0.35611874,45.588867,0.42983815,2,0,24.313726,170.6,12.5,8.59375,1701,5.610719,0.7348535,8.6,0,0
567.735,48.466953,0.640332,42.147484,-73.920166,22.524982,29.887188,0.45952824,780.2337,0.15008067,108.1755,0.18114856,1,0,21.17647,170.6,1.5625,8.59375,1566,6.201321,0.7448714,8.6,0.19,0.78125
570.300,45.98147,0.914193,42.14803,-73.92008,22.64704,29.88786,0.42526132,780.24,0.13888918,113.96981,0.17193882,2,0,27.450981,170.6,3.90625,8.59375,1570,7.677826,0.92457736,8.6,0.82,6.25
572.731,42.87461,0.51597,42.148373,-73.92015,22.7382,29.88833,0.6071396,780.248,0.19829012,75.73459,0.25874352,2,0,27.843138,170.6,8.59375,8.59375,1656,18.013361,2.2880232,8.6,0.2,-1.5625
575.298,42.253242,2.597049,42.14887,-73.92038,22.837662,29.888885,0.34266925,780.2525,0.111914836,125.11952,0.15661693,2,0,49.019608,170.6,3.90625,8.59375,1758,13.879147,1.8714876,8.6,0.71,1.5625
577.729,45.360096,0.633717,42.149216,-73.92052,22.845358,29.888725,1.7247685,780.2754,0.56330466,24.49792,0.7998979,2,0,23.529411,170.6,0,8.59375,1521,5.90602,0.6890162,8.6,0,0
580.289,44.738728,0.42336,42.14973,-73.9207,22.957144,29.889345,0.42086813,780.28156,0.13745438,107.77746,0.18181756,4,0,20.392157,170.6,0.78125,8.59375,1538,16.536856,1.9508083,8.6,0.885,-0.78125
582.718,42.87461,1.774143,42.150074,-73.920715,23.064312,29.88996,0.2811645,780.2853,0.09182756,159.1194,0.12315177,2,0,34.901962,170.6,7.03125,8.59375,1395,7.382525,0.7899225,8.6,0.045,17.96875
585.288,40.389126,0.526554,42.15055,-73.92059,23.10816,29.890087,1.178255,780.3009,0.38481486,36.38823,0.5385213,2,0,24.313726,170.6,12.5,8.59375,1240,7.382525,0.70215327,8.6,0.055,10.9375
587.717,37.282272,0.506709,42.15083,-73.92051,23.198217,29.890594,0.34969836,780.3055,0.11421052,115.49705,0.16966525,2,0,25.09804,170.6,10.15625,8.59375,1151,8.85903,0.7821082,8.6,0.865,6.25
590.278,29.825817,0.591381,42.151157,-73.920616,23.28964,29.891108,0.33651876,780.3104,0.10990611,110.788086,0.17687672,2,0,28.62745,170.6,10.15625,8.59375,1307,11.221438,1.1249402,8.6,0.87,4.6875
592.707,24.854847,1.237005,42.151283,-73.92083,23.347319,29.891413,0.39275166,780.3156,0.12827161,75.94065,0.25804144,2,0,42.7451,170.6,2.34375,8.59375,1384,9.744933,1.0344757,8.6,0.055,4.6875
595.279,23.612104,0.535815,42.15134,-73.9212,23.363087,29.891418,0.82152754,780.32654,0.26830864,30.25443,0.6477013,2,0,29.411764,170.6,14.84375,8.59375,1055,8.85903,0.71687585,8.6,0.775,10.15625
597.708,19.262506,0.652239,42.151382,-73.92138,23.405626,29.891638,0.35584882,780.33124,0.11621925,66.35432,0.2953212,2,0,34.509804,170.6,7.03125,8.59375,1462,14.76505,1.6557227,8.6,0.085,1.5625
600.270,18.019764,3.226797,42.15161,-73.921455,23.43373,29.891758,0.43316907,780.3376,0.14147183,44.468796,0.44066486,2,0,67.45098,170.6,4.6875,8.59375,2129,21.852274,3.5684335,8.6,0.47,3.90625
602.701,21.747992,4.144959,42.151802,-73.921425,23.344746,29.890976,2.1430008,780.36597,0.6998981,8.40866,2.330435,2,0,73.333336,170.6,2.34375,8.59375,2299,22.147575,3.9054446,8.6,0.795,0.78125
605.398,27.340332,4.559058,42.152157,-73.92136,23.111692,29.88888,3.0277903,780.4424,0.988868,9.029798,2.17013,2,0,74.117645,167,0.78125,8.59375,2510,21.852274,4.207031,6.8,0.415,1.5625
609.182,34.175415,4.979772,42.152435,-73.9213,23.111692,29.88888,3.0277903,780.4424,0.988868,9.029798,2.17013,2,0,72.54902,167,1.5625,8.59375,2368,23.033478,4.1997085,6.8,0.175,0.78125
610.529,38.525013,4.856733,42.152912,-73.9212,22.972967,29.88754,3.3071976,780.49585,1.0801216,10.333648,1.8963133,2,0,78.039215,167,1.5625,8.59375,2455,23.033478,4.3540053,6.8,0.795,1.5625
612.962,42.87461,3.352482,42.153267,-73.921135,22.87809,29.886559,3.2254841,780.5385,1.0534343,11.943948,1.6406498,2,0,60.784313,167,3.125,8.59375,2369,20.966372,3.824426,6.8,0.21,0.78125
615.532,44.738728,4.979772,42.15381,-73.92103,22.856195,29.886154,2.2264714,780.56805,0.72715944,19.256754,1.0176084,2,0,78.43137,167,1.5625,8.59375,2426,23.32878,4.357734,6.8,0.725,1.5625
617.959,46.60284,4.955958,42.154182,-73.92096,22.775856,29.885242,3.3071976,780.6117,1.0801216,13.527685,1.4485728,2,0,78.43137,167,1.5625,8.59375,2406,22.738176,4.212396,6.8,0.8,1.5625
620.522,47.22421,4.28652,42.154747,-73.920815,22.694174,29.88427,3.291382,780.66003,1.0749563,14.159049,1.3839796,2,0,83.52941,167,2.34375,8.59375,2380,23.32878,4.2751064,6.8,0.78,1.5625
622.954,47.84558,4.608009,42.15512,-73.92066,22.649323,29.883629,2.8467906,780.6977,0.929754,16.58858,1.1812848,2,0,78.039215,167,1.5625,8.59375,2305,18.899263,3.354237,6.8,0.675,6.25
625.516,49.088326,3.247965,42.155685,-73.9204,22.594265,29.882889,3.0602999,780.73816,0.99948555,15.634278,1.2533891,2,0,64.31373,167,3.125,8.59375,2115,12.107341,1.971683,6.8,0.01,17.1875
627.948,48.466953,0.432621,42.156048,-73.92021,22.5952,29.88263,2.157059,780.76666,0.7044895,22.757061,0.8610881,4,0,21.17647,167,0,8.59375,1594,5.610719,0.68862814,6.8,0,0.78125
630.509,45.98147,0.481572,42.156544,-73.919876,22.713833,29.883379,0.28731498,780.7709,0.093836285,168.68927,0.11616527,1,0,21.17647,167,5.46875,8.59375,1336,7.677826,0.78981006,6.8,0.775,10.9375
632.940,44.117355,3.746736,42.15687,-73.919685,22.812218,29.883997,0.31982464,780.77515,0.10445385,143.77087,0.13629906,2,0,74.90196,167,3.90625,8.59375,2286,22.442877,3.9503236,6.8,0.39,3.125
635.504,47.22421,4.483647,42.15743,-73.91947,22.780174,29.883484,2.4883058,780.808,0.81267387,17.729876,1.1052438,2,0,75.29412,167,1.5625,8.59375,2211,23.033478,3.9212651,8.6,0.76,1.5625
637.939,49.088326,2.974104,42.15782,-73.91936,22.72845,29.882774,2.9777079,780.84753,0.9725112,15.859249,1.2356093,2,0,63.52941,167,1.5625,8.59375,1702,22.442877,2.9298365,8.6,0.83,-0.78125
640.501,49.709694,3.247965,42.158417,-73.91919,22.739887,29.882587,1.9751806,780.8765,0.64508855,24.852573,0.7884831,2,0,78.039215,167,0.78125,8.59375,1730,22.738176,3.0172207,8.6,0.215,2.34375
642.931,50.95244,3.288978,42.15883,-73.91912,22.741676,29.882338,2.157059,780.905,0.7044895,23.045126,0.8503245,2,0,78.039215,167,2.34375,8.59375,1763,23.033478,3.1147068,8.6,0.225,3.125
645.496,52.19518,3.288978,42.15946,-73.91907,22.744793,29.882095,2.1842968,780.9339,0.71338534,23.3267,0.8400603,2,0,76.07843,167,2.34375,8.59375,1803,18.899263,2.613641,6.8,0.805,3.125
647.930,52.81655,1.813833,42.15989,-73.91904,22.751135,29.881876,2.1842968,780.9628,0.71338534,23.895645,0.8200588,2,0,46.666668,167,7.03125,8.59375,1807,20.67107,2.8760674,6.8,0.855,-0.78125
650.491,52.81655,3.163293,42.160534,-73.91895,22.820158,29.882193,1.2046142,780.98047,0.39342368,43.8452,0.44693226,2,0,72.94118,167,3.125,8.59375,1855,22.442877,3.2055337,6.8,0.66,3.125
652.925,54.680664,3.498012,42.160973,-73.91887,22.831657,29.882019,2.100826,781.00836,0.686124,25.14085,0.7794421,2,0,76.86275,167,2.34375,8.59375,1902,22.147575,3.2435055,6.8,0.58,3.125
655.629,55.92341,3.058776,42.161648,-73.91872,22.858704,29.881691,2.0314136,781.06586,0.66345406,27.529306,0.7118172,2,0,68.62745,179.6,3.90625,8.59375,1945,20.080467,3.0072627,6.8,0.79,3.90625
659.402,57.16615,2.218671,42.16233,-73.918564,22.858704,29.881691,2.0314136,781.06586,0.66345406,27.529306,0.7118172,2,0,54.509804,179.6,2.34375,8.59375,1950,17.422758,2.6159503,6.8,0.215,1.5625
660.749,57.16615,2.612925,42.162785,-73.91845,22.92755,29.881964,1.4734777,781.0897,0.48123378,38.796753,0.5050896,2,0,62.35294,179.6,3.125,8.59375,1967,18.603964,2.8176546,6.8,0.74,3.125
663.185,57.78752,2.47401,42.163242,-73.91831,22.96889,29.882051,1.7353122,781.1127,0.5667482,32.942863,0.59484315,2,0,52.941177,179.6,3.90625,8.59375,1968,15.355652,2.3268657,6.8,0.845,0.78125
665.748,57.16615,1.893213,42.16393,-73.91817,23.016342,29.882198,1.6430551,781.1344,0.5366173,35.170776,0.55716246,2,0,46.666668,179.6,5.46875,8.59375,1961,19.785168,2.987413,8.6,0.76,3.125
668.177,57.78752,3.643542,42.16461,-73.91797,23.083462,29.88253,1.2573326,781.15106,0.41064134,45.466213,0.43099773,2,0,74.90196,179.6,3.125,8.59375,1986,22.147575,3.3737333,8.6,0.785,2.34375
670.745,58.408894,3.561516,42.165062,-73.91779,23.088688,29.88226,2.4197721,781.1866,0.7902909,23.88139,0.82054836,2,0,73.333336,179.6,3.125,8.59375,2000,21.261671,3.2616153,8.6,0.745,2.34375
673.172,58.408894,3.372327,42.16552,-73.91762,23.097485,29.88205,2.3652964,781.21783,0.7724993,24.69411,0.79354286,2,0,70.196075,179.6,3.125,8.59375,2006,20.966372,3.225964,8.6,0.77,3.125
675.742,58.408894,3.26781,42.16622,-73.917435,23.112888,29.881905,2.239651,781.24756,0.73146385,26.079462,0.75138956,2,0,70.588234,179.6,3.125,8.59375,2005,17.71806,2.7248077,8.6,0.795,3.125
678.168,58.408894,2.246454,42.166912,-73.91727,23.132301,29.881798,2.1702385,781.2762,0.70879394,26.913582,0.7281021,2,0,52.941177,179.6,2.34375,8.59375,1984,20.080467,3.055771,8.6,0.745,1.5625
680.731,57.78752,3.623697,42.167374,-73.91717,23.193722,29.88206,1.4919292,781.2981,0.48725995,39.14991,0.50053334,2,0,76.47059,179.6,2.34375,8.59375,1997,25.395885,3.8899746,8.6,0.505,3.125
683.164,57.78752,2.628801,42.16783,-73.917046,23.198036,29.881819,2.4065924,781.32996,0.7859865,24.012177,0.81607914,2,0,41.960785,179.6,14.84375,8.59375,1905,5.90602,0.86296904,8.6,0.025,0
685.735,53.437923,0.43659,42.168446,-73.9168,23.237242,29.881908,1.7458558,781.3532,0.57019174,33.099823,0.59202236,1,0,52.156864,179.6,-0.78125,8.59375,1751,9.744933,1.308791,8.6,0.435,10.9375
688.160,50.331066,0.964467,42.16899,-73.91642,23.343912,29.882666,0.2899509,781.357,0.09469716,184.2999,0.106325805,2,0,27.450981,179.6,8.59375,8.59375,1731,13.583846,1.8035374,8.6,0.865,1.5625
690.726,50.331066,2.995272,42.16938,-73.91624,23.433609,29.883253,0.6405279,781.3664,0.20919465,78.57748,0.24938233,2,0,69.803925,179.6,3.90625,8.59375,1763,20.67107,2.7952497,8.6,0.8,3.125
693.154,52.19518,2.931768,42.169785,-73.91608,23.442247,29.8831,1.9892389,781.3927,0.64967996,25.30167,0.7744878,2,0,72.54902,179.6,2.34375,8.59375,1818,18.308662,2.5530293,8.6,0.675,2.34375
695.715,52.81655,2.313927,42.170403,-73.91586,23.45713,29.883,1.9470642,781.4184,0.6359058,26.807117,0.73099375,2,0,51.372547,179.6,3.125,8.59375,1772,18.899263,2.5687032,8.6,0.03,1.5625
698.153,50.95244,2.028159,42.170994,-73.91568,23.494305,29.88311,1.5367397,781.43884,0.501895,34.369225,0.57015646,2,0,51.764706,179.6,0.78125,8.59375,1685,19.194565,2.480753,8.6,0.1,0.78125
700.714,48.466953,4.191264,42.17136,-73.91552,23.542702,29.883314,1.3469537,781.45856,0.4399114,37.827904,0.51802593,2,0,69.411766,179.6,2.34375,8.59375,2134,15.355652,2.513437,8.6,0.04,5.46875
703.157,45.98147,2.520315,42.171703,-73.91533,23.505093,29.88273,2.7835286,781.4953,0.9090928,17.412054,1.1254177,2,0,44.705883,179.6,5.46875,8.59375,1831,14.174448,1.9906725,8.6,0.08,3.125
705.875,44.117355,1.414287,42.172222,-73.91513,23.518429,29.882648,1.6738075,781.5178,0.5466609,27.471182,0.71332335,2,0,56.862743,177.8,-0.78125,8.59375,1924,16.536856,2.440413,8.6,0.81,2.34375
708.318,48.466953,2.520315,42.172802,-73.91496,23.568607,29.88293,0.9392652,781.5302,0.3067614,46.970074,0.4171983,2,0,49.411766,177.8,5.46875,8.59375,1739,12.107341,1.6149299,8.6,0.78,5.46875
711.018,51.57381,1.33623,42.173195,-73.91477,23.592798,29.882896,1.6738075,781.55725,0.5466609,28.95611,0.6767427,2,0,43.92157,177.8,3.125,8.59375,1804,18.013361,2.4925082,8.6,0.185,1.5625
713.465,53.437923,2.041389,42.17381,-73.914474,23.661419,29.883327,0.8874255,781.56915,0.2898307,58.116215,0.33718362,2,0,48.235294,177.8,7.03125,8.59375,1871,8.85903,1.2713505,8.6,0.155,11.71875
716.031,54.680664,0.719712,42.17423,-73.914276,23.708546,29.883547,1.3557401,781.5871,0.442781,39.41605,0.49715367,2,0,23.921568,177.8,9.375,8.59375,1883,6.791923,0.98095345,8.6,0.055,6.25
718.457,54.680664,0.526554,42.174854,-73.913956,23.803484,29.88423,0.47797966,781.5934,0.15610684,114.39957,0.17129292,2,0,17.647058,177.8,5.46875,8.59375,1887,7.973127,1.1540003,8.6,0.885,2.34375
721.021,55.302036,0.652239,42.175262,-73.91371,23.916595,29.885061,0.34969836,781.5985,0.11421052,156.36523,0.12532093,2,0,20.784313,177.8,10.9375,8.59375,1908,5.315418,0.7778953,8.6,0.21,8.59375
723.458,55.92341,0.486864,42.17587,-73.91329,24.014946,29.885777,0.43316907,781.60425,0.14147183,127.66848,0.15349,2,0,22.352942,177.8,9.375,8.59375,1930,12.402642,1.8360176,8.6,0.86,1.5625
726.017,56.544777,2.272914,42.176273,-73.913,24.121027,29.886564,0.3233392,781.6085,0.10560169,172.95586,0.11329963,2,0,50.19608,177.8,0.78125,8.59375,1946,15.060351,2.2479324,8.6,0.735,1.5625
728.449,56.544777,2.536191,42.17688,-73.912575,24.164207,29.886751,1.5095019,781.62854,0.4929992,37.45923,0.52312434,2,0,71.76471,177.8,2.34375,8.59375,1951,22.442877,3.358467,8.6,0.72,3.90625
731.016,57.16615,3.602529,42.17729,-73.9123,24.202692,29.88687,1.6843511,781.6533,0.55010444,33.57066,0.5837191,2,0,75.29412,177.8,2.34375,8.59375,1983,23.033478,3.5033824,8.6,0.585,2.34375
733.444,58.408894,3.66471,42.177933,-73.9119,24.201271,29.886627,2.3925343,781.6849,0.7813951,23.893555,0.8201305,2,0,78.039215,177.8,2.34375,8.59375,2015,23.033478,3.5599172,8.6,0.75,3.125
736.008,59.030262,3.767904,42.178375,-73.911644,24.200153,29.886385,2.4338303,781.71716,0.7948823,23.998753,0.81653553,2,0,76.07843,177.8,2.34375,8.59375,2045,15.946254,2.5012512,6.8,0.055,14.0625
738.438,59.030262,1.414287,42.179035,-73.91127,24.197147,29.88612,2.5023642,781.7502,0.8172652,23.589798,0.8306911,2,0,36.47059,177.8,4.6875,8.59375,1993,12.993244,1.9938976,6.8,0.815,-0.78125
741.002,57.78752,1.414287,42.17947,-73.91105,24.283312,29.886703,0.9392652,781.764,0.3067614,62.847282,0.31180084,2,0,55.686275,177.8,3.90625,8.59375,1960,21.852274,3.2978482,6.8,0.785,3.125
743.436,57.78752,3.912111,42.18015,-73.9108,24.35783,29.887205,0.9392652,781.7764,0.3067614,61.52418,0.31850624,2,0,80.39216,177.8,3.125,8.59375,2003,20.375769,3.1424828,6.8,0.755,3.125
745.995,58.408894,3.247965,42.180614,-73.91067,24.346378,29.886871,2.5981357,781.8107,0.848544,22.241917,0.88103175,2,0,69.411766,177.8,2.34375,8.59375,2033,20.375769,3.1895494,6.8,0.73,2.34375
748.430,59.651634,2.013606,42.18133,-73.91055,24.358644,29.886766,2.157059,781.8393,0.7044895,27.078024,0.72368044,2,0,48.235294,177.8,3.90625,8.59375,2032,14.76505,2.3101308,6.8,0.805,0
750.994,59.030262,2.259684,42.181812,-73.91053,24.421806,29.887136,1.3372887,781.8589,0.43675482,44.6064,0.43930545,2,0,49.411766,177.8,2.34375,8.59375,2020,8.563729,1.3319632,6.8,0.09,12.5
753.422,58.408894,0.853335,42.182518,-73.91052,24.468784,29.887377,1.5007156,781.8787,0.4901296,39.334743,0.4981813,2,0,27.843138,177.8,5.46875,8.59375,1970,10.335535,1.5677512,6.8,0.23,4.6875
756.124,57.16615,2.644677,42.183197,-73.910385,24.591331,29.888157,1.7563995,781.9094,0.5736353,32.547348,0.6020716,2,0,69.411766,177.8,3.125,8.59375,1955,22.147575,3.333887,8.6,0.31,3.125
759.902,57.16615,3.51918,42.183628,-73.91017,24.591331,29.888157,1.7563995,781.9094,0.5736353,32.547348,0.6020716,2,0,74.90196,177.8,3.125,8.59375,1938,21.556973,3.204401,8.6,0.725,2.34375
761.254,56.544777,3.372327,42.184048,-73.90992,24.590378,29.887892,2.33718,781.94727,0.7633166,24.459455,0.8011558,2,0,75.68627,177.8,2.34375,8.59375,1955,23.033478,3.4539146,8.6,0.74,2.34375
763.682,57.16615,3.602529,42.184692,-73.90955,24.593359,29.887716,2.239651,781.97687,0.73146385,25.247137,0.77616066,2,0,77.254906,177.8,2.34375,8.59375,1993,23.32878,3.5661912,8.6,0.755,2.34375
766.249,58.408894,3.643542,42.185352,-73.90918,24.590279,29.887478,2.3925343,782.0085,0.7813951,23.893555,0.8201305,2,0,73.333336,177.8,2.34375,8.59375,2031,19.785168,3.0821586,8.6,0.725,3.125
768.681,59.651634,2.56662,42.1858,-73.908936,24.588203,29.887243,2.4197721,782.0405,0.7902909,24.13818,0.8118191,2,0,60.784313,177.8,2.34375,8.59375,2045,19.194565,3.0107653,8.6,0.4,3.125
771.248,59.651634,1.879983,42.186253,-73.908714,24.628077,29.887403,1.7045598,782.0656,0.5567046,34.99533,0.5599557,2,0,45.098038,177.8,7.8125,8.59375,2028,16.536856,2.5723271,8.6,0.885,1.5625
773.673,59.030262,3.142125,42.186916,-73.908356,24.686836,29.887781,1.2485461,782.0821,0.40777174,47.776875,0.41015312,2,0,67.84314,177.8,3.125,8.59375,2039,18.603964,2.9095647,8.6,0.77,3.125
776.242,59.651634,2.397276,42.187572,-73.90794,24.70202,29.887726,2.086768,782.1097,0.6815326,28.287891,0.6927287,2,0,46.666668,177.8,9.375,8.59375,2041,14.174448,2.2189856,8.6,0.775,1.5625
778.669,59.651634,2.761101,42.188007,-73.90767,24.743284,29.887932,1.5920941,782.13074,0.5199735,37.467407,0.5230102,2,0,60.784313,177.8,3.125,8.59375,2044,18.899263,2.9629962,8.6,0.725,3.125
781.235,59.651634,3.058776,42.188465,-73.90745,24.775026,29.888021,1.8337197,782.15765,0.59888786,32.5304,0.60238534,2,0,65.09804,177.8,4.6875,8.59375,2027,15.946254,2.4792354,8.6,0.1,7.03125
783.663,58.408894,2.327157,42.18912,-73.907074,24.79346,29.888002,2.0314136,782.1845,0.66345406,29.364594,0.66732866,2,0,56.862743,177.8,1.5625,8.59375,1989,17.422758,2.6580126,8.6,0.09,3.125
786.239,58.408894,3.310146,42.189743,-73.906624,24.833584,29.88821,1.5455261,782.2049,0.5047646,37.792236,0.5185148,2,0,69.411766,177.8,3.125,8.59375,2018,18.308662,2.8338907,8.6,0.04,7.8125
788.690,59.030262,1.56114,42.190155,-73.9063,24.84082,29.88808,2.198355,782.23444,0.7179767,26.569363,0.737535,2,0,42.7451,177.8,5.46875,8.59375,2015,22.442877,3.4686372,8.6,0.2,2.34375
791.256,59.030262,3.84993,42.19078,-73.90583,24.914051,29.888607,1.0367941,782.2497,0.3386141,56.935375,0.3441768,2,0,77.64706,177.8,3.125,8.59375,2038,21.852274,3.4159079,8.6,0.76,2.34375
793.689,59.651634,3.456999,42.191196,-73.90551,24.904762,29.888311,2.5568397,782.28357,0.83505684,23.087196,0.84877497,2,0,72.15686,177.8,2.34375,8.59375,2036,23.91938,3.735365,8.6,0.745,2.34375
796.253,59.030262,4.533921,42.19183,-73.90505,24.909803,29.888163,2.295884,782.3139,0.74982935,25.98199,0.7542084,2,0,89.01961,177.8,2.34375,8.59375,2025,27.462994,4.265581,8.6,0.745,1.5625
798.676,59.030262,5.654502,42.19224,-73.904724,24.87922,29.887644,3.0110962,782.35364,0.9834157,19.604244,0.9995711,2,0,89.01961,177.8,1.5625,8.59375,2748,25.986488,5.4773393,8.6,0.755,0.78125
801.245,59.651634,6.670566,42.19267,-73.90442,24.805178,29.886644,3.7553034,782.4088,1.2264718,15.7191725,1.24662,2,0,85.4902,177.8,0.78125,8.59375,2688,24.805285,5.114213,8.6,0.73,0.78125
803.678,60.273006,5.960115,42.193306,-73.903946,24.708399,29.88541,4.430098,782.4674,1.4468579,13.465081,1.4553076,2,0,80,177.8,0.78125,8.59375,2532,18.603964,3.6130543,8.6,0.19,1.5625
806.373,60.89438,1.760913,42.19394,-73.903435,24.698257,29.884872,1.1694686,782.5353,0.38194522,52.070126,0.37633547,2,0,48.235294,179.6,-3.90625,8.59375,2082,22.442877,3.5839715,10.4,0.775,1.5625
810.153,61.515747,3.058776,42.194374,-73.90313,24.698257,29.884872,1.1694686,782.5353,0.38194522,52.070126,0.37633547,2,0,62.35294,179.6,3.125,8.59375,2108,18.013361,2.901379,10.4,0.265,2.34375
811.509,61.515747,2.877525,42.19502,-73.90261,24.724297,29.884888,2.0314136,782.5681,0.66345406,30.282238,0.6471066,2,0,58.82353,179.6,3.125,8.59375,2118,15.060351,2.4372506,10.4,0.76,4.6875
813.935,61.515747,2.177658,42.19542,-73.90221,24.751373,29.884964,1.9110401,782.5934,0.62414044,32.18967,0.6087616,2,0,49.80392,179.6,1.5625,8.59375,2104,17.127459,2.7534537,10.4,0.345,2.34375
816.498,61.515747,2.794176,42.19602,-73.9016,24.799532,29.885271,1.44624,782.6125,0.472338,42.534954,0.4606996,2,0,58.82353,179.6,3.90625,8.59375,2112,17.422758,2.8115768,10.4,0.74,3.125
818.934,61.515747,2.911923,42.196426,-73.90121,24.828255,29.88537,1.8556857,782.6371,0.6060619,33.14987,0.5911285,2,0,72.15686,179.6,2.34375,8.59375,2130,19.785168,3.220019,10.4,0.245,3.125
821.491,62.13712,2.974104,42.197098,-73.900734,24.856476,29.885443,1.9338846,782.6654,0.6316014,31.80942,0.61603874,2,0,61.960785,179.6,3.90625,8.59375,2142,19.194565,3.1414986,10.4,0.66,3.125
823.923,62.13712,3.26781,42.197533,-73.90038,24.880747,29.885496,1.9751806,782.6916,0.64508855,31.458954,0.6229017,2,0,64.31373,179.6,3.125,8.59375,2160,13.879147,2.2906337,10.4,0.05,7.8125
826.490,63.37986,0.506709,42.198147,-73.899765,24.895899,29.88545,2.1702385,782.7203,0.70879394,28.63147,0.68441594,2,0,18.431372,179.6,0,8.59375,1591,6.201321,0.7538649,12.2,0,0.78125
828.920,62.75849,0.853335,42.198532,-73.89932,24.997803,29.886354,0.33651876,782.72473,0.10990611,188.33975,0.10404514,2,0,25.09804,179.6,3.125,8.59375,2129,13.583846,2.2012923,12.2,0.81,0.78125
831.483,62.13712,3.288978,42.1991,-73.89866,25.097298,29.88721,0.5667222,782.73303,0.18508992,110.739426,0.17695446,2,0,66.666664,179.6,1.5625,8.59375,2136,18.308662,2.9767144,12.2,0.78,2.34375
833.916,62.75849,2.931768,42.199512,-73.89825,25.11083,29.88716,2.1842968,782.7619,0.71338534,28.447197,0.68884945,2,0,51.372547,179.6,4.6875,8.59375,2170,7.382525,1.2193937,12.2,0.045,8.59375
836.493,63.37986,0.486864,42.20015,-73.89766,25.136293,29.887238,1.9470642,782.78766,0.6359058,32.23237,0.60795516,4,0,17.647058,179.6,0,8.59375,1500,6.496622,0.741751,12.2,0,0.78125
838.925,62.13712,1.043847,42.20056,-73.89728,25.237244,29.888142,0.3233392,782.7919,0.10560169,196.01665,0.09997026,2,0,33.333332,179.6,1.5625,8.59375,2118,23.32878,3.7609475,12.2,0.375,1.5625
841.502,62.13712,4.334148,42.201195,-73.89673,25.32918,29.88893,0.69324625,782.80225,0.22641231,89.6321,0.21862519,2,0,76.07843,179.6,2.34375,8.59375,2150,18.603964,3.0445507,12.2,0.67,1.5625
843.931,62.75849,2.911923,42.20163,-73.896385,25.309717,29.888529,2.8784215,782.8402,0.9400846,21.58722,0.9077517,2,0,57.64706,179.6,2.34375,8.59375,2150,17.71806,2.8995721,12.2,0.685,2.34375
846.497,62.75849,2.911923,42.202293,-73.895874,25.334553,29.888609,1.9338846,782.8658,0.6316014,32.452034,0.60383993,2,0,58.82353,179.6,1.5625,8.59375,2150,17.71806,2.8995721,10.4,0.29,2.34375
848.931,62.75849,2.828574,42.202732,-73.89553,25.35948,29.888695,1.9338846,782.8914,0.6316014,32.452034,0.60383993,2,0,58.82353,179.6,2.34375,8.59375,2137,19.194565,3.1341655,10.4,0.755,2.34375
851.495,62.13712,3.561516,42.203377,-73.895,25.389357,29.888815,1.8785304,782.91907,0.6135228,33.40829,0.586556,2,0,70.588234,179.6,2.34375,8.59375,2141,22.147575,3.6231139,10.4,0.345,3.125
853.925,62.13712,3.890943,42.20381,-73.894646,25.39355,29.888674,2.3652964,782.9503,0.7724993,26.27033,0.74593025,2,0,73.333336,179.6,2.34375,8.59375,2129,6.791923,1.1048608,10.4,0.015,28.90625
856.620,61.515747,0.472311,42.204445,-73.894135,25.387598,29.888422,2.5840776,782.9844,0.8439526,24.04615,0.814926,4,0,17.647058,177.8,0,8.59375,1995,5.020117,0.76523685,10.4,0,0
859.056,56.544777,0.44982,42.205067,-73.893776,25.482815,29.8893,0.31367415,782.9885,0.10244512,196.11354,0.09992087,4,0,17.254902,177.8,0,8.59375,1842,5.020117,0.70654947,10.4,0,0.78125
861.753,53.437923,3.602529,42.205498,-73.89364,25.589775,29.890287,0.2987373,782.9934,0.097566776,189.27928,0.103528686,2,0,78.43137,177.8,2.34375,8.59375,1853,21.556973,3.052125,10.4,0.11,3.90625
864.187,54.05929,2.761101,42.205933,-73.8936,25.575945,29.889982,2.3925343,783.025,0.7813951,22.33528,0.87734896,2,0,60,177.8,1.5625,8.59375,1855,16.536856,2.3438833,10.4,0.265,0.78125
